Geography Code,LGD2014_nm,Area_ha,Perim_km,Geography,All usual residents,"Area (hectares)
[note 1, 2]",Population density (number of usual residents per hectare)
N20002979,Mid Ulster,1635.38,24.48,Torrent_B1,565,1635.38,0.34548537233035415
N20002980,Mid Ulster,532.71,15.37,Torrent_A5,560,532.71,1.0512236936109844
N20002981,Mid Ulster,1736.25,22.16,Torrent_B2,468,1736.25,0.2695470877721414
N20002982,Mid Ulster,1144.13,16.14,Torrent_D1,655,1144.13,0.5724857848658859
N20002983,Mid Ulster,174.23,5.83,Torrent_C1,504,174.23,2.8926643477933776
N20002984,Mid Ulster,1216.76,24.09,Torrent_D2,589,1216.76,0.4840725822878413
N20002985,Mid Ulster,1124.36,17.45,Torrent_B3,574,1124.36,0.510512685840045
N20002986,Mid Ulster,991.87,13.83,Torrent_C2,582,991.87,0.5867682368450082
N20002987,Mid Ulster,1174.71,16.88,Torrent_B4,473,1174.71,0.4026528790929972
N20002988,Mid Ulster,933.91,14.15,Torrent_B5,466,933.91,0.4989752757572587
N20002989,Mid Ulster,469.37,10.18,Torrent_D3,550,469.37,1.17179289012827
N20002990,Mid Ulster,1840.66,26.69,Torrent_E1,661,1840.66,0.35911114232537256
N20002991,Mid Ulster,51.22,3.78,Torrent_C3,486,51.22,9.489186037707462
N20002992,Mid Ulster,1047.72,16.07,Torrent_E2,526,1047.72,0.502040855732747
N20002993,Mid Ulster,479.04,13.43,Torrent_C4,764,479.04,1.5948447540123623
N20002994,Mid Ulster,166.32,6.71,Torrent_G1,597,166.32,3.5894286456091296
N20002995,Mid Ulster,48.62,3.2,Torrent_F1,575,48.62,11.826039322768395
N20002996,Mid Ulster,563.1,11.51,Torrent_B6,403,563.1,0.7156774930092352
N20002997,Mid Ulster,114.11,7.04,Torrent_F2,620,114.11,5.4334111489756625
N20002998,Mid Ulster,997.76,17.51,Torrent_E3,721,997.76,0.7226178680949864
N20002999,Mid Ulster,34.33,3.03,Torrent_F3,485,34.33,14.127390565029057
N20003000,Mid Ulster,496.36,11.28,Torrent_D4,570,496.36,1.1483588910335492
N20003001,Mid Ulster,13.54,1.71,Torrent_H1,381,13.54,28.141347780071435
N20003002,Mid Ulster,9.76,1.48,Torrent_H2,409,9.76,41.913304067632474
N20003003,Mid Ulster,17.36,2.93,Torrent_H3,313,17.36,18.026773778063408
N20003004,Mid Ulster,379.61,13.48,Torrent_G2,490,379.61,1.2908005682393986
N20003005,Mid Ulster,8.54,1.49,Torrent_H4,231,8.54,27.046870939344814
N20003006,Mid Ulster,14.93,2.04,Torrent_F4,728,14.93,48.76661504166057
N20003007,Mid Ulster,273.25,9.6,Torrent_E4,416,273.25,1.522390910927696
N20003008,Mid Ulster,5.37,1.06,Torrent_H5,365,5.37,68.00040946493135
N20003009,Mid Ulster,508.04,11.96,Torrent_G3,791,508.04,1.5569648567749794
N20003010,Mid Ulster,23.71,2.9,Torrent_H6,585,23.71,24.675194211100745
N20003011,Mid Ulster,18.72,2.91,Torrent_H7,525,18.72,28.042061685939096
N20003012,Mid Ulster,10.41,1.52,Torrent_F5,561,10.41,53.89720527492561
N20003013,Mid Ulster,78.32,5.63,Torrent_F6,722,78.32,9.218528666745057
N20003014,Mid Ulster,83.75,5.53,Torrent_G4,351,83.75,4.1912395442170896
N20003015,Mid Ulster,849.46,22.2,Torrent_D5,505,849.46,0.5944938009557434
N20003016,Mid Ulster,459.54,15.27,Torrent_D6,481,459.54,1.046689806958164
N20003017,Mid Ulster,462.51,9.96,Torrent_D7,461,462.51,0.996734830028165
N20003018,Mid Ulster,138.26,5.68,Dungannon_D1,556,138.26,4.021400798259003
N20003019,Mid Ulster,341.22,8.35,Dungannon_G1,539,341.22,1.5796080907655419
N20003020,Mid Ulster,80.92,5.5,Dungannon_A1,655,80.92,8.094127396832121
N20003021,Mid Ulster,669.55,17.49,Dungannon_G2,490,669.55,0.7318347382137157
N20003022,Mid Ulster,35.81,3.1,Dungannon_A2,669,35.81,18.68311343011907
N20003023,Mid Ulster,69.44,4.04,Dungannon_B1,533,69.44,7.675492608139229
N20003024,Mid Ulster,1123.81,28.26,Dungannon_D2,627,1123.81,0.5579252220023819
N20003025,Mid Ulster,23.36,2.53,Dungannon_B2,541,23.36,23.16124317990013
N20003026,Mid Ulster,10.85,1.38,Dungannon_A3,396,10.85,36.50614238367406
N20003027,Mid Ulster,9.73,1.36,Dungannon_D3,502,9.73,51.57680770633783
N20003028,Mid Ulster,5.83,1.34,Dungannon_A4,430,5.83,73.80697800893024
N20003029,Mid Ulster,8.32,1.55,Dungannon_A5,494,8.32,59.38392884977324
N20003030,Mid Ulster,37.6,2.9,Dungannon_B3,643,37.6,17.101499333067082
N20003031,Mid Ulster,126.07,5.27,Dungannon_A6,733,126.07,5.8140014588737765
N20003032,Mid Ulster,33.0,2.81,Dungannon_B4,692,33.0,20.966839911629346
N20003033,Mid Ulster,11.12,1.69,Dungannon_F1,584,11.12,52.51603929342099
N20003034,Mid Ulster,21.56,2.14,Dungannon_C1,339,21.56,15.720179078599655
N20003035,Mid Ulster,15.02,1.64,Dungannon_F2,363,15.02,24.16480212627834
N20003036,Mid Ulster,653.1,12.29,Dungannon_G3,467,653.1,0.7150561800257471
N20003037,Mid Ulster,11.21,1.59,Dungannon_C2,370,11.21,33.010791155781284
N20003038,Mid Ulster,27.45,2.89,Dungannon_C3,535,27.45,19.488426500076027
N20003039,Mid Ulster,42.3,4.04,Dungannon_E1,785,42.3,18.558315427270866
N20003040,Mid Ulster,23.46,2.24,Dungannon_E2,751,23.46,32.01361804427218
N20003041,Mid Ulster,19.97,2.09,Dungannon_F3,677,19.97,33.895031539377364
N20003042,Mid Ulster,64.78,3.89,Dungannon_F4,656,64.78,10.126229382872893
N20003043,Mid Ulster,28.84,2.94,Dungannon_F5,609,28.84,21.11639780755793
N20003044,Mid Ulster,15.88,2.51,Dungannon_H1,450,15.88,28.339603411326827
N20003045,Mid Ulster,15.83,1.68,Dungannon_E3,505,15.83,31.90776152701529
N20003046,Mid Ulster,9.59,1.42,Dungannon_E4,636,9.59,66.3413026531412
N20003047,Mid Ulster,16.7,1.89,Dungannon_H2,543,16.7,32.516088469240316
N20003048,Mid Ulster,20.88,2.46,Dungannon_D4,748,20.88,35.828252168032314
N20003049,Mid Ulster,31.16,2.96,Dungannon_H3,482,31.16,15.470711945759206
N20003050,Mid Ulster,285.03,8.8,Dungannon_F6,859,285.03,3.013748052539827
N20003051,Mid Ulster,80.1,5.21,Dungannon_H4,424,80.1,5.29318486763923
N20003052,Mid Ulster,68.04,4.15,Dungannon_H5,394,68.04,5.7903261751654
N20003053,Mid Ulster,51.56,4.65,Dungannon_H6,536,51.56,10.39656608486761
N20003054,Mid Ulster,334.1,10.72,Dungannon_D5,463,334.1,1.3858310979051987
N20003055,Mid Ulster,764.53,17.97,Dungannon_G4,483,764.53,0.6317634206915596
N20003056,Mid Ulster,1140.23,16.5,Dungannon_G5,793,1140.23,0.6954742370660101
N20003057,Mid Ulster,1517.05,29.29,Dungannon_K1,732,1517.05,0.4825157945385756
N20003058,Mid Ulster,17.86,2.22,Dungannon_J1,528,17.86,29.568398249446712
N20003059,Mid Ulster,37.48,3.32,Dungannon_J2,611,37.48,16.302877984454895
N20003060,Mid Ulster,7.12,1.23,Dungannon_J3,286,7.12,40.166125367094025
N20003061,Mid Ulster,37.73,3.09,Dungannon_J4,516,37.73,13.6771896734765
N20003062,Mid Ulster,1326.61,19.48,Dungannon_K2,1017,1326.61,0.7666146961062243
N20003063,Mid Ulster,2582.56,25.66,Clogher_Valley_B1,1067,2582.56,0.4131562770416984
N20003064,Mid Ulster,321.05,9.61,Clogher_Valley_A1,697,321.05,2.171018920736195
N20003065,Mid Ulster,1587.99,19.96,Clogher_Valley_B2,819,1587.99,0.5157466215285889
N20003066,Mid Ulster,118.23,5.65,Clogher_Valley_A2,602,118.23,5.091826414936016
N20003067,Mid Ulster,366.78,10.79,Clogher_Valley_A3,466,366.78,1.2705069875489952
N20003068,Mid Ulster,317.7,7.83,Clogher_Valley_B3,453,317.7,1.4258798127578443
N20003069,Mid Ulster,773.2,13.24,Clogher_Valley_A4,729,773.2,0.9428408598289417
N20003070,Mid Ulster,2621.46,24.52,Clogher_Valley_C1,701,2621.46,0.2674083257291571
N20003071,Mid Ulster,1050.58,14.46,Clogher_Valley_B4,583,1050.58,0.5549300351175188
N20003072,Mid Ulster,539.44,11.62,Clogher_Valley_A5,433,539.44,0.802678035438044
N20003073,Mid Ulster,2550.21,30.47,Clogher_Valley_D1,768,2550.21,0.30115144358530477
N20003074,Mid Ulster,2005.84,22.64,Clogher_Valley_B5,711,2005.84,0.35446546351099106
N20003075,Mid Ulster,740.15,14.27,Clogher_Valley_E1,609,740.15,0.8228062928392065
N20003076,Mid Ulster,174.48,6.84,Clogher_Valley_C2,392,174.48,2.24673004321376
N20003077,Mid Ulster,1094.65,19.08,Clogher_Valley_E2,553,1094.65,0.5051851815570397
N20003078,Mid Ulster,119.49,6.8,Clogher_Valley_C3,615,119.49,5.147075436243997
N20003079,Mid Ulster,1531.48,19.48,Clogher_Valley_E3,736,1531.48,0.4805803800059337
N20003080,Mid Ulster,1501.6,21.06,Clogher_Valley_D2,421,1501.6,0.280367864506137
N20003081,Mid Ulster,2369.61,25.04,Clogher_Valley_D3,627,2369.61,0.2646007809988097
N20003082,Mid Ulster,599.47,11.47,Clogher_Valley_E4,376,599.47,0.6272194971438707
N20003083,Mid Ulster,1190.81,16.31,Clogher_Valley_D4,468,1190.81,0.393010209349124
N20003084,Mid Ulster,2002.92,21.43,Clogher_Valley_E5,586,2002.92,0.2925723016710413
N20003085,Mid Ulster,2394.03,25.47,Clogher_Valley_F1,491,2394.03,0.20509309462303488
N20003086,Mid Ulster,1255.24,17.41,Clogher_Valley_E6,528,1255.24,0.42063657430415663
N20003087,Mid Ulster,615.99,10.53,Clogher_Valley_F2,279,615.99,0.45293084971325887
N20003088,Mid Ulster,363.07,8.52,Clogher_Valley_G1,576,363.07,1.5864867032675254
N20003089,Mid Ulster,2629.66,35.15,Clogher_Valley_D5,799,2629.66,0.3038420934071844
N20003090,Mid Ulster,32.94,3.06,Clogher_Valley_G2,488,32.94,14.814685719265668
N20003091,Mid Ulster,34.68,3.4,Clogher_Valley_F3,510,34.68,14.704316441862494
N20003092,Mid Ulster,3092.05,33.78,Clogher_Valley_E7,689,3092.05,0.22282963286749569
N20003093,Mid Ulster,7507.42,63.79,Clogher_Valley_F4,609,7507.42,0.08111972667099011
N20003094,Mid Ulster,2280.99,29.11,Clogher_Valley_F5,580,2280.99,0.2542757218509525
N20003095,Mid Ulster,2741.76,36.49,Clogher_Valley_G3,550,2741.76,0.20060122323286758
N20003096,Mid Ulster,4416.34,34.58,Clogher_Valley_F6,608,4416.34,0.1376706152611717
N20003097,Mid Ulster,39.97,3.13,Clogher_Valley_H1,535,39.97,13.383646257703056
N20003098,Mid Ulster,53.93,3.45,Clogher_Valley_H2,404,53.93,7.491438007561246
N20003099,Mid Ulster,76.49,4.26,Clogher_Valley_H3,414,76.49,5.412567174492543
N20003100,Mid Ulster,781.74,18.83,Clogher_Valley_G4,525,781.74,0.6715785666540754
N20003101,"Newry, Mourne and Down",1384.13,19.07,Slieve_Gullion_A1,552,1384.13,0.39880503609042783
N20003102,"Newry, Mourne and Down",971.9,15.94,Slieve_Gullion_A2,550,971.9,0.5659032631923906
N20003103,"Newry, Mourne and Down",2008.17,22.58,Slieve_Gullion_A3,837,2008.17,0.4167982146524222
N20003104,"Newry, Mourne and Down",1039.38,17.76,Slieve_Gullion_B1,682,1039.38,0.6561579267458625
N20003105,"Newry, Mourne and Down",1332.89,20.68,Slieve_Gullion_A4,706,1332.89,0.529676366844716
N20003106,"Newry, Mourne and Down",335.54,8.2,Slieve_Gullion_B2,327,335.54,0.974540740394638
N20003107,"Newry, Mourne and Down",2134.45,27.4,Slieve_Gullion_B3,807,2134.45,0.378082874245033
N20003108,"Newry, Mourne and Down",177.85,7.12,Slieve_Gullion_C1,308,177.85,1.7318314990963168
N20003109,"Newry, Mourne and Down",6.7,1.21,Slieve_Gullion_D1,433,6.7,64.62298293570971
N20003110,"Newry, Mourne and Down",55.78,4.34,Slieve_Gullion_C2,722,55.78,12.943661787903249
N20003111,"Newry, Mourne and Down",98.32,5.08,Slieve_Gullion_E1,580,98.32,5.8991185513012585
N20003112,"Newry, Mourne and Down",21.5,1.95,Slieve_Gullion_C3,452,21.5,21.019395541445995
N20003113,"Newry, Mourne and Down",32.69,3.64,Slieve_Gullion_D2,790,32.69,24.163746738688825
N20003114,"Newry, Mourne and Down",118.12,4.67,Slieve_Gullion_C4,472,118.12,3.9959996530921127
N20003115,"Newry, Mourne and Down",24.86,2.42,Slieve_Gullion_C5,919,24.86,36.96689156502674
N20003116,"Newry, Mourne and Down",10.18,1.37,Slieve_Gullion_E2,379,10.18,37.24531262395336
N20003117,"Newry, Mourne and Down",57.94,3.5,Slieve_Gullion_D3,375,57.94,6.472378476191943
N20003118,"Newry, Mourne and Down",8.42,1.27,Slieve_Gullion_D4,337,8.42,40.01974846951286
N20003119,"Newry, Mourne and Down",6.65,1.16,Slieve_Gullion_B4,268,6.65,40.313361768317726
N20003120,"Newry, Mourne and Down",8.75,1.41,Slieve_Gullion_D5,463,8.75,52.89124151778387
N20003121,"Newry, Mourne and Down",1040.72,16.43,Slieve_Gullion_F1,755,1040.72,0.7254583138385939
N20003122,"Newry, Mourne and Down",90.63,4.23,Slieve_Gullion_E3,521,90.63,5.748611364651769
N20003123,"Newry, Mourne and Down",181.27,7.86,Slieve_Gullion_E4,537,181.27,2.962476776570817
N20003124,"Newry, Mourne and Down",81.55,4.09,Slieve_Gullion_E5,755,81.55,9.258096650326271
N20003125,"Newry, Mourne and Down",2280.76,25.54,Slieve_Gullion_H1,719,2280.76,0.3152459151953841
N20003126,"Newry, Mourne and Down",908.35,14.28,Slieve_Gullion_F2,879,908.35,0.9676851319699832
N20003127,"Newry, Mourne and Down",1852.43,21.09,Slieve_Gullion_G1,712,1852.43,0.3843609460056213
N20003128,"Newry, Mourne and Down",1778.37,22.64,Slieve_Gullion_G2,809,1778.37,0.45491176407454037
N20003129,"Newry, Mourne and Down",1736.98,22.2,Slieve_Gullion_F3,770,1736.98,0.4432989487079449
N20003130,"Newry, Mourne and Down",1348.29,18.58,Slieve_Gullion_F4,686,1348.29,0.5087928867662009
N20003131,"Newry, Mourne and Down",1448.71,22.18,Slieve_Gullion_H2,590,1448.71,0.407259966422736
N20003132,"Newry, Mourne and Down",232.15,7.71,Slieve_Gullion_K1,335,232.15,1.4430232129199807
N20003133,"Newry, Mourne and Down",1349.89,20.68,Slieve_Gullion_G3,930,1349.89,0.6889444981406517
N20003134,"Newry, Mourne and Down",105.32,4.93,Slieve_Gullion_J1,345,105.32,3.2757219577060797
N20003135,"Newry, Mourne and Down",676.21,16.7,Slieve_Gullion_L1,553,676.21,0.8177881139298893
N20003136,"Newry, Mourne and Down",436.13,11.55,Slieve_Gullion_J2,517,436.13,1.1854202418112867
N20003137,"Newry, Mourne and Down",1086.09,16.55,Slieve_Gullion_K2,754,1086.09,0.694230950086721
N20003138,"Newry, Mourne and Down",950.41,15.9,Slieve_Gullion_F5,460,950.41,0.4839993691218617
N20003139,"Newry, Mourne and Down",389.26,8.95,Slieve_Gullion_L2,420,389.26,1.0789680414316496
N20003140,"Newry, Mourne and Down",1214.23,21.13,Slieve_Gullion_H3,584,1214.23,0.48096381995431897
N20003141,"Newry, Mourne and Down",334.94,8.29,Slieve_Gullion_G4,310,334.94,0.9255326161397767
N20003142,"Newry, Mourne and Down",737.05,15.72,Slieve_Gullion_J3,581,737.05,0.7882802033416448
N20003143,"Newry, Mourne and Down",21.85,2.7,Slieve_Gullion_J4,502,21.85,22.979554026129225
N20003144,"Newry, Mourne and Down",401.16,9.07,Slieve_Gullion_K3,599,401.16,1.4931559113787953
N20003145,"Newry, Mourne and Down",290.11,7.48,Slieve_Gullion_L3,464,290.11,1.599407061508082
N20003146,"Newry, Mourne and Down",9.22,1.27,Slieve_Gullion_N1,460,9.22,49.88317981742091
N20003147,"Newry, Mourne and Down",44.82,4.06,Slieve_Gullion_N2,568,44.82,12.673781281249294
N20003148,"Newry, Mourne and Down",1166.66,21.5,Slieve_Gullion_K4,563,1166.66,0.48257322765336796
N20003149,"Newry, Mourne and Down",1277.39,17.27,Slieve_Gullion_L4,929,1277.39,0.7272665498030436
N20003150,"Newry, Mourne and Down",23.07,2.43,Slieve_Gullion_N3,545,23.07,23.621656690793046
N20003151,"Newry, Mourne and Down",1024.68,14.75,Slieve_Gullion_K5,472,1024.68,0.46063380992073466
N20003152,"Newry, Mourne and Down",332.8,10.05,Slieve_Gullion_H4,441,332.8,1.32511810100097
N20003153,"Newry, Mourne and Down",976.56,16.77,Slieve_Gullion_H5,725,976.56,0.7424033023755411
N20003154,"Newry, Mourne and Down",29.55,2.48,Newry_A1,721,29.55,24.39785578328306
N20003155,"Newry, Mourne and Down",15.01,2.41,Newry_B1,737,15.01,49.109766056212976
N20003156,"Newry, Mourne and Down",39.74,2.97,Newry_B2,634,39.74,15.95361469231873
N20003157,"Newry, Mourne and Down",27.34,2.91,Newry_A2,592,27.34,21.653816799013583
N20003158,"Newry, Mourne and Down",26.56,3.39,Newry_B3,366,26.56,13.779579807169576
N20003159,"Newry, Mourne and Down",8.01,1.29,Newry_A3,408,8.01,50.95576504749429
N20003160,"Newry, Mourne and Down",11.74,1.74,Newry_B4,456,11.74,38.85488780361111
N20003161,"Newry, Mourne and Down",62.54,4.22,Newry_A4,591,62.54,9.449329155535398
N20003162,"Newry, Mourne and Down",25.4,2.37,Newry_C1,444,25.4,17.47818921536456
N20003163,"Newry, Mourne and Down",20.22,2.34,Newry_D1,478,20.22,23.639849958781507
N20003164,"Newry, Mourne and Down",6.98,1.12,Newry_A5,472,6.98,67.62492218509449
N20003165,"Newry, Mourne and Down",28.17,2.87,Newry_D2,552,28.17,19.598282216079685
N20003166,"Newry, Mourne and Down",5.72,1.0,Newry_C2,323,5.72,56.47340680293131
N20003167,"Newry, Mourne and Down",6.12,1.05,Newry_C3,514,6.12,84.05090405173493
N20003168,"Newry, Mourne and Down",22.2,2.12,Newry_D3,430,22.2,19.369595383580354
N20003169,"Newry, Mourne and Down",21.09,1.99,Newry_D4,763,21.09,36.17963973715494
N20003170,"Newry, Mourne and Down",6.4,1.13,Newry_E1,472,6.4,73.74820307087333
N20003171,"Newry, Mourne and Down",23.59,2.78,Newry_C4,304,23.59,12.886873650452724
N20003172,"Newry, Mourne and Down",13.4,1.79,Newry_E2,452,13.4,33.74160785285582
N20003173,"Newry, Mourne and Down",48.31,3.92,Newry_F1,589,48.31,12.19089118201962
N20003174,"Newry, Mourne and Down",35.76,3.86,Newry_E3,372,35.76,10.403677522510757
N20003175,"Newry, Mourne and Down",8.54,1.34,Newry_G1,430,8.54,50.33850532427882
N20003176,"Newry, Mourne and Down",23.43,2.9,Newry_F2,580,23.43,24.75608713908559
N20003177,"Newry, Mourne and Down",11.7,1.65,Newry_F3,520,11.7,44.44077227722252
N20003178,"Newry, Mourne and Down",13.25,1.82,Newry_E4,489,13.25,36.901252447837095
N20003179,"Newry, Mourne and Down",39.62,4.25,Newry_E5,376,39.62,9.491237070934543
N20003180,"Newry, Mourne and Down",25.42,2.49,Newry_G2,567,25.42,22.307678488955577
N20003181,"Newry, Mourne and Down",8.93,1.58,Newry_G3,450,8.93,50.377265337990046
N20003182,"Newry, Mourne and Down",60.45,4.43,Newry_F4,529,60.45,8.751635014270825
N20003183,"Newry, Mourne and Down",17.07,2.19,Newry_H1,504,17.07,29.527889673789257
N20003184,"Newry, Mourne and Down",74.94,4.54,Newry_G4,560,74.94,7.473066927028621
N20003185,"Newry, Mourne and Down",15.19,1.63,Newry_H2,504,15.19,33.183178724709585
N20003186,"Newry, Mourne and Down",7.05,1.13,Newry_H3,592,7.05,83.97441210587843
N20003187,"Newry, Mourne and Down",12.74,2.21,Newry_L1,468,12.74,36.72378928908951
N20003188,"Newry, Mourne and Down",13.59,1.79,Newry_K1,503,13.59,37.00600786783778
N20003189,"Newry, Mourne and Down",76.1,4.25,Newry_J1,581,76.1,7.635015314445242
N20003190,"Newry, Mourne and Down",60.79,4.48,Newry_L2,281,60.79,4.6221986732358165
N20003191,"Newry, Mourne and Down",25.7,2.32,Newry_K2,574,25.7,22.337928301764045
N20003192,"Newry, Mourne and Down",20.46,2.61,Newry_J2,469,20.46,22.919825321780745
N20003193,"Newry, Mourne and Down",25.87,3.33,Newry_L3,513,25.87,19.833652107709938
N20003194,"Newry, Mourne and Down",62.14,3.78,Newry_K3,651,62.14,10.47712125395569
N20003195,"Newry, Mourne and Down",19.24,2.42,Newry_L4,522,19.24,27.12443499385818
N20003196,"Newry, Mourne and Down",12.5,1.51,Newry_K4,524,12.5,41.929798333727845
N20003197,"Newry, Mourne and Down",37.17,2.69,Newry_J3,793,37.17,21.333133697642218
N20003198,"Newry, Mourne and Down",108.25,5.31,Newry_L5,546,108.25,5.043903731718894
N20003199,"Newry, Mourne and Down",16.03,1.98,Newry_L6,344,16.03,21.463449475899015
N20003200,"Newry, Mourne and Down",1469.72,18.38,Newry_N1,1062,1469.72,0.7225850633496242
N20003201,"Newry, Mourne and Down",12.4,1.92,Newry_P1,400,12.4,32.26232795883222
N20003202,"Newry, Mourne and Down",437.45,10.75,Newry_N2,593,437.45,1.35558302755737
N20003203,"Newry, Mourne and Down",26.48,2.58,Newry_P2,538,26.48,20.32040132124227
N20003204,"Newry, Mourne and Down",1340.3,21.03,Newry_N3,747,1340.3,0.5573375291498256
N20003205,"Newry, Mourne and Down",573.37,14.42,Newry_P3,583,573.37,1.0167969233943488
N20003206,"Newry, Mourne and Down",76.86,3.96,Newry_P4,456,76.86,5.932731624005672
N20003207,"Newry, Mourne and Down",979.83,15.81,Crotlieve_A1,603,979.83,0.6154126722271801
N20003208,"Newry, Mourne and Down",1283.91,17.37,Crotlieve_A2,459,1283.91,0.3575012209957175
N20003209,"Newry, Mourne and Down",773.47,14.38,Crotlieve_A3,563,773.47,0.7278917627037967
N20003210,"Newry, Mourne and Down",794.09,14.75,Crotlieve_A4,481,794.09,0.6057218663818562
N20003211,"Newry, Mourne and Down",830.0,13.42,Crotlieve_B1,604,830.0,0.7277121897137284
N20003212,"Newry, Mourne and Down",1004.05,16.41,Crotlieve_C1,805,1004.05,0.8017564701571469
N20003213,"Newry, Mourne and Down",1756.84,28.22,Crotlieve_A5,838,1756.84,0.47699306891312665
N20003214,"Newry, Mourne and Down",1482.06,19.63,Crotlieve_B2,934,1482.06,0.6302026776618009
N20003215,"Newry, Mourne and Down",649.25,13.72,Crotlieve_C2,705,649.25,1.0858757563901227
N20003216,"Newry, Mourne and Down",928.15,18.91,Crotlieve_B3,735,928.15,0.7918987287139033
N20003217,"Newry, Mourne and Down",18.61,2.27,Crotlieve_D1,526,18.61,28.265083263202158
N20003218,"Newry, Mourne and Down",23.77,3.32,Crotlieve_D2,650,23.77,27.346963068531007
N20003219,"Newry, Mourne and Down",1042.8,14.3,Crotlieve_B4,511,1042.8,0.4900267077583189
N20003220,"Newry, Mourne and Down",34.65,2.77,Crotlieve_D3,545,34.65,15.728492225524823
N20003221,"Newry, Mourne and Down",23.89,2.64,Crotlieve_E1,843,23.89,35.29323216446639
N20003222,"Newry, Mourne and Down",734.85,14.51,Crotlieve_C3,608,734.85,0.8273798809485086
N20003223,"Newry, Mourne and Down",238.07,7.52,Crotlieve_C4,482,238.07,2.0246002530616956
N20003224,"Newry, Mourne and Down",6.87,1.17,Crotlieve_C5,432,6.87,62.9255377581236
N20003225,"Newry, Mourne and Down",1745.09,24.56,Crotlieve_G1,760,1745.09,0.4355075968109711
N20003226,"Newry, Mourne and Down",547.69,11.56,Crotlieve_E2,741,547.69,1.3529623153616617
N20003227,"Newry, Mourne and Down",463.97,9.2,Crotlieve_F1,764,463.97,1.6466753749178051
N20003228,"Newry, Mourne and Down",58.69,3.6,Crotlieve_F2,563,58.69,9.593001578124829
N20003229,"Newry, Mourne and Down",472.75,13.62,Crotlieve_F3,545,472.75,1.1528275034440332
N20003230,"Newry, Mourne and Down",2213.35,24.15,Crotlieve_G2,688,2213.35,0.31084053801735984
N20003231,"Newry, Mourne and Down",355.58,9.84,Crotlieve_E3,679,355.58,1.909567295280038
N20003232,"Newry, Mourne and Down",3766.88,35.48,Crotlieve_G3,443,3766.88,0.11760401016263125
N20003233,"Newry, Mourne and Down",606.54,14.88,Crotlieve_F4,616,606.54,1.015588962654613
N20003234,"Newry, Mourne and Down",164.93,6.31,Crotlieve_G4,701,164.93,4.250403837115324
N20003235,"Newry, Mourne and Down",716.71,14.42,Crotlieve_G5,628,716.71,0.8762319822667769
N20003236,"Newry, Mourne and Down",107.32,4.34,Crotlieve_H1,779,107.32,7.258407805392852
N20003237,"Newry, Mourne and Down",60.07,3.8,Crotlieve_J1,560,60.07,9.322977784700136
N20003238,"Newry, Mourne and Down",19.75,2.23,Crotlieve_H2,536,19.75,27.135641363186238
N20003239,"Newry, Mourne and Down",16.11,2.37,Crotlieve_L1,613,16.11,38.04090551451756
N20003240,"Newry, Mourne and Down",53.21,4.32,Crotlieve_J2,711,53.21,13.36093356432023
N20003241,"Newry, Mourne and Down",9.17,1.42,Crotlieve_H3,657,9.17,71.6135164967256
N20003242,"Newry, Mourne and Down",95.92,7.26,Crotlieve_K1,444,95.92,4.628996770518046
N20003243,"Newry, Mourne and Down",14.01,2.17,Crotlieve_H4,582,14.01,41.529192807757035
N20003244,"Newry, Mourne and Down",11.67,1.63,Crotlieve_L2,608,11.67,52.099391201087684
N20003245,"Newry, Mourne and Down",6.37,1.15,Crotlieve_H5,323,6.37,50.74575557048775
N20003246,"Newry, Mourne and Down",7.27,1.19,Crotlieve_K2,463,7.27,63.6728065636674
N20003247,"Newry, Mourne and Down",8.0,1.19,Crotlieve_H6,238,8.0,29.75718277538759
N20003248,"Newry, Mourne and Down",9.8,1.35,Crotlieve_K3,430,9.8,43.86688240168331
N20003249,"Newry, Mourne and Down",6.02,1.04,Crotlieve_K4,300,6.02,49.85701613700842
N20003250,"Newry, Mourne and Down",28.85,3.0,Crotlieve_J3,517,28.85,17.92160767948061
N20003251,"Newry, Mourne and Down",4.42,1.02,Crotlieve_K5,236,4.42,53.40614688657763
N20003252,"Newry, Mourne and Down",22.95,3.61,Crotlieve_L3,421,22.95,18.345191101084154
N20003253,"Newry, Mourne and Down",14.7,2.16,Crotlieve_K6,472,14.7,32.10973935829598
N20003254,"Newry, Mourne and Down",12.73,1.91,Crotlieve_L4,391,12.73,30.72338169601919
N20003255,"Newry, Mourne and Down",15.12,2.29,Crotlieve_K7,459,15.12,30.356051102568024
N20003256,"Newry, Mourne and Down",141.12,9.28,Crotlieve_L5,468,141.12,3.316321631971384
N20003257,"Newry, Mourne and Down",1349.79,23.17,The_Mournes_A1,711,1349.79,0.5267473605212568
N20003258,"Newry, Mourne and Down",219.51,9.45,The_Mournes_A2,394,219.51,1.7948721320256644
N20003259,"Newry, Mourne and Down",1120.14,25.57,The_Mournes_A3,541,1120.14,0.48297517741422136
N20003260,"Newry, Mourne and Down",95.96,5.69,The_Mournes_A4,594,95.96,6.1902096056888025
N20003261,"Newry, Mourne and Down",1707.85,23.64,The_Mournes_F1,689,1707.85,0.4034305073433128
N20003262,"Newry, Mourne and Down",29.51,2.76,The_Mournes_D1,585,29.51,19.82114063470471
N20003263,"Newry, Mourne and Down",15.03,1.77,The_Mournes_B1,513,15.03,34.12703866306158
N20003264,"Newry, Mourne and Down",16.03,2.44,The_Mournes_C1,508,16.03,31.69902317091471
