LGD2014NAME,2015 Default Urban/Rural,SA2011,SOA2001_name,Multiple Deprivation Measure Rank,Income Domain Rank,Employment Domain Rank,Health Deprivation and Disability Domain Rank,"Education, Skills and Training Domain Rank",Access to Services Domain Rank,Living Environment Domain Rank,Crime and Disorder Domain Rank,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,Proportion of the working age population who are employment deprived,Religion: Catholic,Religion: Presbyterian Church in Ireland,Religion: Church of Ireland,Religion: Methodist Church in Ireland,Religion: Other Christian (including Christian related),Religion: Other religions,Religion: No religion,Religion: Religion not stated,Religion: Catholic (%),Religion: Presbyterian Church in Ireland (%),Religion: Church of Ireland (%),Religion: Methodist Church in Ireland (%),Religion: Other Christian (including Christian related) (%),Religion: Other religions (%),Religion: No religion (%),Religion: Religion not stated (%),Area_Code,MYE,centre_x,centre_y,Type of long-term condition: Deafness or partial hearing loss (%),Type of long-term condition: Blindness or partial sight loss (%),Type of long-term condition: Communication difficulty (%),Type of long-term condition: A mobility or dexterity difficulty (%),"Type of long-term condition: A learning, intellectual, social or behavioural difficulty (%)","Type of long-term condition: An emotional, psychological or mental health condition (%)",Type of long-term condition: Long-term pain or discomfort (%),Type of long-term condition: Shortness of breath or difficulty breathing (%),Type of long-term condition: Frequent periods of confusion or memory loss (%),Type of long-term condition: A chronic illness (%),Type of long-term condition: Other condition (%),Type of long-term condition: No condition (%)
Antrim and Newtownabbey,Urban,N00000074,Massereene_2,3734,3290,3936,3519,2900,1515,4133,1503,0.1,0.1,401,214,132,22,35,10,131,102,38.3,20.44,12.61,2.1,3.34,0.96,12.51,9.74,N00000074,1353,-6.230708996888686,54.73447691563131,1.34,0.96,0.76,4.11,1.53,2.77,4.78,6.49,0.57,3.25,3.15,80.61
Antrim and Newtownabbey,Urban,N00000075,Massereene_2,3154,3735,2522,1425,1956,3399,3727,2973,0.08,0.17,153,61,48,5,49,3,75,16,37.32,14.88,11.71,1.22,11.95,0.73,18.29,3.9,N00000075,508,-6.228328104273163,54.7221515563168,6.1,2.2,4.63,10.98,9.51,5.12,9.02,7.32,0.98,6.34,5.12,65.61
Antrim and Newtownabbey,Urban,N00000076,Massereene_2,4178,4465,4124,3175,3861,2970,1570,1566,0.04,0.09,141,78,34,5,19,3,48,16,40.99,22.67,9.88,1.45,5.52,0.87,13.95,4.65,N00000076,321,-6.219128197518841,54.72453233097587,4.94,1.45,0.87,7.85,0.58,2.62,9.59,6.98,0.58,6.1,4.07,71.22
Antrim and Newtownabbey,Urban,N00000077,Massereene_2,4331,4469,3878,3541,3658,3151,2843,2540,0.03,0.1,143,46,30,7,17,0,22,10,52.0,16.73,10.91,2.55,6.18,0.0,8.0,3.64,N00000077,257,-6.220064404593447,54.72088046461927,3.27,1.45,1.09,10.55,1.09,5.45,10.55,5.45,2.91,7.27,5.45,69.82
Antrim and Newtownabbey,Urban,N00000078,Massereene_2,4455,4087,4421,4378,3114,2730,4510,3916,0.07,0.06,205,117,48,5,15,8,70,20,42.01,23.98,9.84,1.02,3.07,1.64,14.34,4.1,N00000078,498,-6.225026730982375,54.73198603150255,2.05,0.41,0.61,3.89,0.82,2.46,4.92,6.35,0.61,1.84,2.46,82.17
Antrim and Newtownabbey,Rural,N00000079,Parkgate,2872,2497,3757,4283,3954,131,1529,3074,0.12,0.11,39,296,61,0,64,4,62,38,6.91,52.48,10.82,0.0,11.35,0.71,10.99,6.74,N00000079,560,-6.124414011748443,54.748313987163556,4.08,1.06,0.35,5.32,0.53,1.77,5.5,5.67,0.71,2.48,4.61,79.08
Antrim and Newtownabbey,Rural,N00000080,Parkgate,4116,3856,4168,4394,3906,882,4190,3131,0.08,0.09,26,211,46,9,58,4,57,13,6.13,49.76,10.85,2.12,13.68,0.94,13.44,3.07,N00000080,369,-6.082630196776052,54.72768757588632,4.72,1.65,0.47,6.6,0.71,3.54,5.9,6.13,0.24,5.66,3.77,73.58
Antrim and Newtownabbey,Rural,N00000081,Parkgate,3250,2100,3069,3032,3879,1489,4273,2123,0.13,0.14,10,183,65,7,13,5,42,14,2.95,53.98,19.17,2.06,3.83,1.47,12.39,4.13,N00000081,320,-6.0952328181236854,54.72079748314063,5.9,0.59,0.59,13.57,0.59,4.13,12.09,8.26,0.88,5.9,5.31,70.8
Antrim and Newtownabbey,Rural,N00000082,Parkgate,3059,1413,4014,4333,4374,811,2307,1985,0.15,0.1,22,190,43,3,41,1,26,16,6.43,55.56,12.57,0.88,11.99,0.29,7.6,4.68,N00000082,374,-6.137717700591387,54.724440684642694,4.97,0.58,0.88,11.4,1.17,1.46,9.36,6.73,0.58,6.43,4.68,70.18
Antrim and Newtownabbey,Rural,N00000083,Parkgate,3043,2553,4064,4065,3387,121,3788,3818,0.12,0.09,29,337,85,5,69,6,88,31,4.46,51.85,13.08,0.77,10.62,0.92,13.54,4.77,N00000083,648,-6.140930534145666,54.786797179375256,3.85,1.38,0.62,5.69,0.92,3.38,5.54,6.77,1.08,5.08,5.08,75.69
Antrim and Newtownabbey,Rural,N00000084,Parkgate,3841,3554,4444,4421,3936,372,2838,4366,0.09,0.06,7,274,57,7,37,0,57,17,1.54,60.09,12.5,1.54,8.11,0.0,12.5,3.73,N00000084,487,-6.089085309893931,54.7607179263764,7.02,1.54,0.0,6.36,1.32,2.19,5.92,7.46,0.22,3.07,2.63,74.12
Antrim and Newtownabbey,Urban,N00000085,Randalstown_1,1515,2129,1351,947,1031,3045,2981,633,0.13,0.27,236,87,24,4,14,1,39,32,54.0,19.91,5.49,0.92,3.2,0.23,8.92,7.32,N00000085,444,-6.321682685875042,54.74593185246918,7.09,1.14,5.49,21.05,5.26,7.78,8.7,8.92,2.52,14.87,6.41,58.58
Antrim and Newtownabbey,Urban,N00000086,Randalstown_1,3578,4174,2653,2728,2168,2786,3082,3064,0.06,0.16,295,7,14,0,2,0,20,57,74.68,1.77,3.54,0.0,0.51,0.0,5.06,14.43,N00000086,452,-6.314361903054672,54.74570449834587,2.78,0.25,1.01,6.33,2.03,4.56,3.8,5.32,0.51,6.33,3.29,78.48
Antrim and Newtownabbey,Mixed urban/rural,N00000087,Randalstown_1,3755,3857,3767,3894,3457,1082,1401,2357,0.08,0.11,585,119,52,12,32,6,70,37,64.07,13.03,5.7,1.31,3.5,0.66,7.67,4.05,N00000087,1006,-6.280116068142852,54.728530729097784,2.96,0.88,0.66,6.57,1.42,2.41,6.24,6.46,0.66,3.4,3.5,78.64
Antrim and Newtownabbey,Urban,N00000088,Randalstown_2,1640,3144,855,698,1696,2754,3580,1523,0.1,0.33,31,88,42,2,21,0,17,15,14.35,40.74,19.44,0.93,9.72,0.0,7.87,6.94,N00000088,220,-6.3204360741246575,54.75241014141102,10.19,2.78,2.31,23.61,3.24,11.57,19.44,15.74,5.09,14.81,7.87,44.91
Antrim and Newtownabbey,Urban,N00000089,Randalstown_2,3769,3871,3316,3302,2547,1731,2873,3898,0.08,0.13,376,26,8,0,13,1,27,27,78.66,5.44,1.67,0.0,2.72,0.21,5.65,5.65,N00000089,447,-6.301758295842981,54.75259016689007,2.93,0.42,0.63,7.95,1.88,2.93,6.07,5.86,1.46,4.39,4.39,77.2
Antrim and Newtownabbey,Urban,N00000090,Randalstown_2,3672,4237,3489,2657,3391,2002,803,2387,0.06,0.12,308,12,18,0,6,1,28,19,78.57,3.06,4.59,0.0,1.53,0.26,7.14,4.85,N00000090,410,-6.310899089883217,54.74979800745487,5.1,1.28,1.53,9.69,2.55,5.36,7.91,6.38,1.79,5.1,6.38,75.26
Antrim and Newtownabbey,Mixed urban/rural,N00000091,Randalstown_2,2688,2041,2292,2723,3137,2118,2358,1205,0.13,0.18,308,61,20,3,14,0,29,41,64.71,12.82,4.2,0.63,2.94,0.0,6.09,8.61,N00000091,466,-6.314171801318232,54.7562582620772,3.15,1.05,1.89,5.88,1.68,5.46,8.4,6.09,1.05,5.04,3.36,77.52
Antrim and Newtownabbey,Rural,N00000092,Shilvodan,3585,3143,3993,3741,3808,445,3232,4064,0.1,0.1,56,274,52,9,23,6,50,34,11.11,54.37,10.32,1.79,4.56,1.19,9.92,6.75,N00000092,497,-6.1971191716540694,54.78424937659281,5.95,1.39,1.19,10.52,1.39,2.98,8.93,7.54,0.79,5.36,5.16,69.84
Antrim and Newtownabbey,Rural,N00000093,Shilvodan,2339,2005,2676,2670,3147,552,536,3518,0.13,0.16,198,119,20,1,36,0,26,21,47.03,28.27,4.75,0.24,8.55,0.0,6.18,4.99,N00000093,434,-6.2532099509249,54.75711124929352,5.23,1.43,0.48,7.84,0.48,2.61,8.79,5.23,0.48,5.94,9.03,70.55
Antrim and Newtownabbey,Rural,N00000094,Shilvodan,2969,2025,4032,4028,3425,259,2636,3853,0.13,0.09,193,165,25,5,54,3,31,16,39.23,33.54,5.08,1.02,10.98,0.61,6.3,3.25,N00000094,535,-6.259776080849094,54.774239796820915,5.08,1.83,1.02,5.69,1.02,2.44,7.52,6.71,1.02,4.47,5.08,74.39
Antrim and Newtownabbey,Rural,N00000095,Shilvodan,3252,3707,3533,4047,3247,144,2828,4311,0.08,0.12,305,69,20,5,18,0,26,25,65.17,14.74,4.27,1.07,3.85,0.0,5.56,5.34,N00000095,507,-6.296377641227974,54.77381618348909,2.35,0.0,0.43,5.77,1.07,2.35,5.98,6.84,0.64,3.21,4.91,79.06
Antrim and Newtownabbey,Rural,N00000096,Shilvodan,3340,3720,3563,3259,4038,203,3480,3256,0.08,0.12,64,209,52,7,52,4,45,31,13.79,45.04,11.21,1.51,11.21,0.86,9.7,6.68,N00000096,513,-6.203248528218311,54.75610259852728,6.03,1.08,4.74,13.58,6.25,5.17,10.99,8.41,1.94,7.33,4.31,67.03
Antrim and Newtownabbey,Urban,N00000097,Springfarm_1,2697,1765,3158,2451,2043,1853,4388,1832,0.14,0.14,280,198,124,15,37,9,142,45,32.94,23.29,14.59,1.76,4.35,1.06,16.71,5.29,N00000097,838,-6.217045636778917,54.72671186351055,3.18,0.24,1.29,6.24,1.53,4.71,6.59,6.94,0.47,3.76,4.35,76.59
Antrim and Newtownabbey,Urban,N00000098,Springfarm_1,3577,3088,4024,3499,2640,1508,4463,1030,0.1,0.09,404,269,125,14,102,40,184,54,33.89,22.57,10.49,1.17,8.56,3.36,15.44,4.53,N00000098,1638,-6.205081604328217,54.731530575145094,2.01,0.84,1.59,6.12,1.34,4.19,5.79,5.7,0.92,4.45,3.69,78.69
Antrim and Newtownabbey,Urban,N00000099,Springfarm_1,1883,4133,1052,803,1064,3392,2167,2547,0.06,0.3,119,48,18,8,11,0,46,8,46.12,18.6,6.98,3.1,4.26,0.0,17.83,3.1,N00000099,273,-6.211700365850187,54.72330888866974,9.69,1.55,2.71,17.44,2.71,7.36,17.83,11.63,3.1,12.02,3.88,58.14
Antrim and Newtownabbey,Urban,N00000100,Springfarm_1,2049,3451,1486,1233,1381,3832,2516,317,0.09,0.25,195,36,26,1,8,3,51,21,57.18,10.56,7.62,0.29,2.35,0.88,14.96,6.16,N00000100,332,-6.216868252751821,54.72050105583551,4.4,0.59,2.05,12.61,1.76,6.74,12.02,12.32,2.64,7.04,5.57,65.98
Antrim and Newtownabbey,Urban,N00000101,Springfarm_2,711,1733,957,492,641,1700,1002,45,0.14,0.31,119,30,22,9,12,7,60,23,42.2,10.64,7.8,3.19,4.26,2.48,21.28,8.16,N00000101,484,-6.2195984912997035,54.73292164527798,1.06,1.06,0.35,9.22,1.77,10.99,7.45,7.8,3.19,7.45,5.67,72.34
Antrim and Newtownabbey,Urban,N00000102,Springfarm_2,1181,692,1739,1557,852,2062,3667,927,0.19,0.23,107,71,39,8,11,13,47,22,33.65,22.33,12.26,2.52,3.46,4.09,14.78,6.92,N00000102,322,-6.217352670221265,54.730678482804414,4.09,1.26,1.26,11.01,2.2,4.72,10.69,8.81,1.89,5.35,9.12,64.78
Antrim and Newtownabbey,Urban,N00000103,Springfarm_2,2082,2235,2123,1873,1208,1207,3394,2152,0.13,0.19,194,96,77,11,31,13,121,80,31.14,15.41,12.36,1.77,4.98,2.09,19.42,12.84,N00000103,736,-6.204278378594962,54.73705305111986,2.89,3.37,1.28,6.26,3.05,14.77,5.62,7.06,3.69,7.22,4.33,68.06
Antrim and Newtownabbey,Urban,N00000104,Springfarm_2,1783,3404,1864,1470,698,1846,1088,750,0.09,0.22,168,38,27,3,17,10,45,14,52.17,11.8,8.39,0.93,5.28,3.11,13.98,4.35,N00000104,344,-6.222336254867603,54.73350987600454,0.93,1.24,1.24,6.52,1.55,5.9,6.21,5.59,2.17,5.9,3.42,77.02
Antrim and Newtownabbey,Urban,N00000105,Steeple,2269,3262,2368,1516,788,3407,1131,1588,0.1,0.18,59,102,72,7,15,2,43,27,18.04,31.19,22.02,2.14,4.59,0.61,13.15,8.26,N00000105,318,-6.205579104439818,54.72203246623206,5.2,1.53,1.53,14.98,1.83,4.28,12.84,9.79,0.61,7.03,6.42,63.61
Antrim and Newtownabbey,Urban,N00000106,Steeple,430,1130,594,218,195,3078,3452,337,0.16,0.37,12,75,48,2,16,5,23,17,6.06,37.88,24.24,1.01,8.08,2.53,11.62,8.59,N00000106,215,-6.202441453830409,54.72103361968906,5.05,2.02,4.04,21.21,3.54,16.16,17.17,15.15,1.52,9.09,9.09,55.56
Antrim and Newtownabbey,Urban,N00000107,Steeple,814,1328,768,588,457,3390,3046,703,0.16,0.34,40,112,42,3,14,2,42,14,14.87,41.64,15.61,1.12,5.2,0.74,15.61,5.2,N00000107,267,-6.198709365653388,54.72049304499572,4.46,1.12,1.49,18.22,2.6,10.41,14.87,12.27,2.97,6.69,6.69,62.08
Antrim and Newtownabbey,Urban,N00000108,Steeple,3849,3878,3929,2537,2894,3252,3485,931,0.08,0.1,43,91,41,3,38,1,20,6,17.7,37.45,16.87,1.23,15.64,0.41,8.23,2.47,N00000108,251,-6.205139032772133,54.72426306156681,9.88,3.7,1.23,16.05,1.65,4.53,14.81,7.82,1.23,9.47,8.23,62.55
Antrim and Newtownabbey,Urban,N00000109,Steeple,2307,2821,1943,1344,1001,3540,3413,2434,0.11,0.21,98,151,119,11,25,2,71,35,19.14,29.49,23.24,2.15,4.88,0.39,13.87,6.84,N00000109,492,-6.201532694840178,54.724029908264896,4.88,1.56,2.34,12.7,1.56,5.47,10.55,9.18,2.54,6.05,4.69,69.53
Antrim and Newtownabbey,Urban,N00000110,Steeple,2042,3881,1439,1133,883,2873,3550,1261,0.08,0.26,39,77,44,8,12,2,57,19,15.12,29.84,17.05,3.1,4.65,0.78,22.09,7.36,N00000110,280,-6.198526678205175,54.72251181938794,3.88,0.39,1.16,11.63,0.0,7.36,13.57,11.63,2.33,8.53,5.04,65.12
Antrim and Newtownabbey,Urban,N00000111,Stiles,4284,4464,4037,3566,3258,2867,3060,2381,0.04,0.09,120,66,52,9,17,13,55,24,33.71,18.54,14.61,2.53,4.78,3.65,15.45,6.74,N00000111,322,-6.19699984919564,54.71460080368776,4.78,1.4,0.84,10.67,0.56,3.37,9.83,6.46,0.28,7.58,5.06,73.6
Antrim and Newtownabbey,Urban,N00000112,Stiles,2614,3305,2317,2288,969,3318,3553,918,0.09,0.18,98,71,67,8,21,3,94,40,24.38,17.66,16.67,1.99,5.22,0.75,23.38,9.95,N00000112,380,-6.197042171846263,54.71679362957516,2.99,1.49,1.24,7.96,1.74,3.73,7.96,7.71,1.49,6.72,3.23,76.12
Antrim and Newtownabbey,Urban,N00000113,Stiles,2579,2182,2431,2361,1889,2394,4042,1020,0.13,0.17,113,71,35,10,11,2,56,11,36.57,22.98,11.33,3.24,3.56,0.65,18.12,3.56,N00000113,283,-6.191838887701573,54.7158446108327,4.21,2.91,0.97,8.74,2.27,4.85,10.36,8.09,1.29,5.18,6.15,71.84
Antrim and Newtownabbey,Urban,N00000114,Stiles,3232,4008,2281,2621,2073,1666,4003,2891,0.07,0.18,124,58,39,11,10,0,59,17,38.99,18.24,12.26,3.46,3.14,0.0,18.55,5.35,N00000114,297,-6.192484310481785,54.713895636681784,5.35,0.94,0.63,5.97,2.52,5.35,8.49,5.66,0.31,5.35,5.03,71.7
Antrim and Newtownabbey,Urban,N00000115,Stiles,847,1060,862,414,1240,2777,2177,595,0.17,0.32,121,42,40,3,12,5,45,34,40.07,13.91,13.25,0.99,3.97,1.66,14.9,11.26,N00000115,300,-6.1911402114896035,54.71898771392198,5.63,1.99,2.32,14.9,2.98,9.27,17.88,15.56,2.32,8.94,7.28,59.6
Antrim and Newtownabbey,Urban,N00000116,Stiles,1070,1875,896,926,453,3595,2314,573,0.14,0.32,79,56,49,2,10,2,54,35,27.53,19.51,17.07,0.7,3.48,0.7,18.82,12.2,N00000116,274,-6.195756084794581,54.71989207731157,5.23,0.35,2.44,11.5,3.14,6.62,9.76,11.85,1.39,5.57,4.18,68.29
Antrim and Newtownabbey,Urban,N00000117,Stiles,166,943,172,8,294,2708,3270,388,0.17,0.48,39,43,19,2,18,0,32,15,23.21,25.6,11.31,1.19,10.71,0.0,19.05,8.93,N00000117,163,-6.193874473635926,54.71822888493372,6.55,3.57,3.57,20.83,4.76,22.02,20.24,18.45,6.55,14.88,8.93,50.6
Antrim and Newtownabbey,Rural,N00000118,Templepatrick,3330,2848,2823,3837,2986,1338,3749,1718,0.11,0.15,31,140,47,7,12,11,62,23,9.31,42.04,14.11,2.1,3.6,3.3,18.62,6.91,N00000118,388,-6.09490855359484,54.70686627845123,6.61,0.3,3.3,11.41,7.81,6.01,6.91,6.01,2.1,8.71,5.71,69.37
Antrim and Newtownabbey,Rural,N00000119,Templepatrick,3829,3208,3722,3684,3586,1342,3011,3259,0.1,0.11,15,119,58,10,19,3,41,24,5.19,41.18,20.07,3.46,6.57,1.04,14.19,8.3,N00000119,373,-6.088345128420368,54.7002760086768,10.03,1.38,0.69,8.65,1.04,3.81,8.3,15.57,0.69,7.61,6.92,60.9
Antrim and Newtownabbey,Rural,N00000120,Templepatrick,3216,2652,3374,4032,3592,982,638,2735,0.11,0.13,39,151,38,8,15,1,42,29,12.07,46.75,11.76,2.48,4.64,0.31,13.0,8.98,N00000120,320,-6.064299348053683,54.707441298511036,9.6,3.1,0.93,10.53,2.48,1.86,7.43,9.29,0.62,5.88,3.41,70.28
Antrim and Newtownabbey,Rural,N00000121,Templepatrick,2617,3688,1574,1888,2304,1785,3420,1844,0.08,0.24,26,142,25,6,18,7,42,27,8.87,48.46,8.53,2.05,6.14,2.39,14.33,9.22,N00000121,227,-6.1034620516915465,54.698132685307435,5.46,1.37,1.02,11.95,2.73,4.44,11.6,9.22,1.71,8.53,5.12,66.21
Antrim and Newtownabbey,Rural,N00000122,Templepatrick,3842,2484,3971,4403,4205,1067,3896,3918,0.12,0.1,78,189,55,14,33,10,73,29,16.22,39.29,11.43,2.91,6.86,2.08,15.18,6.03,N00000122,513,-6.128726755295047,54.69857947554232,5.2,1.46,0.21,5.41,0.42,1.87,6.44,6.86,0.42,4.16,4.16,76.92
Antrim and Newtownabbey,Rural,N00000123,Templepatrick,4328,4384,3991,3934,4449,1262,3942,4227,0.05,0.1,44,152,58,10,32,2,36,17,12.54,43.3,16.52,2.85,9.12,0.57,10.26,4.84,N00000123,362,-6.096803638549952,54.69588992862693,7.98,1.71,1.42,9.4,1.71,2.85,6.84,5.98,0.57,8.26,4.56,72.65
Antrim and Newtownabbey,Mixed urban/rural,N00000124,Templepatrick,3802,4289,3371,3717,4419,1024,1208,2256,0.05,0.13,50,150,65,6,29,0,52,17,13.55,40.65,17.62,1.63,7.86,0.0,14.09,4.61,N00000124,430,-6.158420201376704,54.70434432255955,11.65,6.78,6.23,17.34,1.36,3.52,10.03,8.4,8.67,6.78,5.42,61.52
Antrim and Newtownabbey,Rural,N00000125,Toome,2920,2179,3352,3314,2743,604,2319,4356,0.13,0.13,357,37,11,0,15,2,14,28,76.94,7.97,2.37,0.0,3.23,0.43,3.02,6.03,N00000125,498,-6.421015171771522,54.76621363950668,3.45,1.94,1.08,6.47,1.51,3.23,5.39,6.25,0.22,5.6,4.09,75.65
Antrim and Newtownabbey,Rural,N00000126,Toome,2933,2730,2759,3086,3662,930,885,2431,0.11,0.16,457,1,8,2,1,0,3,9,95.01,0.21,1.66,0.42,0.21,0.0,0.62,1.87,N00000126,470,-6.45380217534684,54.76940320555117,3.95,0.83,0.83,7.07,1.25,2.7,4.16,7.07,0.21,4.37,4.16,77.75
Antrim and Newtownabbey,Rural,N00000127,Toome,2072,2039,1994,2113,1924,926,1618,2703,0.13,0.2,327,34,6,0,14,1,12,11,80.74,8.4,1.48,0.0,3.46,0.25,2.96,2.72,N00000127,464,-6.42804762103467,54.741122849443784,4.94,1.23,0.74,8.15,1.73,3.7,7.9,7.9,0.49,3.7,4.44,75.31
Antrim and Newtownabbey,Rural,N00000128,Toome,2934,3173,2976,3466,3371,284,1564,3605,0.1,0.15,885,21,11,1,5,0,22,46,89.3,2.12,1.11,0.1,0.5,0.0,2.22,4.64,N00000128,979,-6.440971001243859,54.70503919969054,3.73,0.81,4.14,10.39,5.45,2.32,6.76,4.64,0.61,6.05,4.74,73.86
Antrim and Newtownabbey,Rural,N00000129,Toome,92,895,45,95,121,1181,2366,1367,0.18,0.56,309,1,1,0,1,0,5,29,89.31,0.29,0.29,0.0,0.29,0.0,1.45,8.38,N00000129,346,-6.465230177615464,54.74992745351057,3.76,2.6,2.31,13.01,3.47,6.65,8.96,9.25,1.45,7.51,6.65,64.74
Ards and North Down,Rural,N00000130,Ballygowan_1,4214,3830,4157,4346,3643,1187,4464,4250,0.08,0.09,14,207,76,23,70,4,79,25,2.81,41.57,15.26,4.62,14.06,0.8,15.86,5.02,N00000130,641,-5.782094920933282,54.50149428043799,2.21,0.8,1.0,3.61,2.01,2.01,3.41,5.22,0.8,2.41,2.81,82.13
Ards and North Down,Rural,N00000131,Ballygowan_1,3846,3499,4078,4069,3905,887,1469,3784,0.09,0.09,13,197,38,12,60,4,52,12,3.35,50.77,9.79,3.09,15.46,1.03,13.4,3.09,N00000131,401,-5.813452710795648,54.50117619267829,3.87,1.29,1.03,8.25,2.58,2.84,6.44,4.64,1.03,5.41,3.35,74.23
Ards and North Down,Rural,N00000132,Ballygowan_1,2882,1924,3647,4239,2251,713,1546,4188,0.14,0.11,114,150,12,11,19,3,38,19,31.15,40.98,3.28,3.01,5.19,0.82,10.38,5.19,N00000132,388,-5.783429993666361,54.4791180399294,7.38,2.19,1.09,8.74,1.64,1.91,7.65,6.56,1.37,4.92,4.37,74.04
Ards and North Down,Rural,N00000133,Ballygowan_1,1944,1027,2341,2460,1986,1189,2387,3429,0.17,0.18,83,125,32,2,17,3,21,39,25.78,38.82,9.94,0.62,5.28,0.93,6.52,12.11,N00000133,379,-5.784711352582448,54.4930869723906,9.01,2.17,0.93,13.66,0.93,2.48,11.49,10.25,1.55,10.56,6.83,62.11
Ards and North Down,Rural,N00000134,Ballygowan_2,4058,3741,4008,3383,3827,1529,4148,2631,0.08,0.1,26,194,41,7,47,4,96,22,5.95,44.39,9.38,1.6,10.76,0.92,21.97,5.03,N00000134,426,-5.791375067660064,54.5054740695641,6.64,1.6,1.37,7.09,0.92,4.58,10.3,6.64,1.83,6.86,6.64,71.62
Ards and North Down,Rural,N00000135,Ballygowan_2,1604,1889,1658,1549,1261,1184,1725,1515,0.14,0.23,42,135,33,0,21,1,45,35,13.46,43.27,10.58,0.0,6.73,0.32,14.42,11.22,N00000135,363,-5.787496085100673,54.5095364093188,6.73,2.88,2.88,13.78,3.21,6.41,13.14,10.26,2.88,8.01,4.81,65.38
Ards and North Down,Rural,N00000136,Ballygowan_2,3852,3109,4114,3106,3795,1522,2400,3652,0.1,0.09,26,223,82,22,51,3,85,15,5.13,43.98,16.17,4.34,10.06,0.59,16.77,2.96,N00000136,464,-5.795210484230747,54.50077285034472,4.54,1.18,0.99,9.66,1.58,5.92,8.68,10.26,0.59,6.51,5.33,70.22
Ards and North Down,Rural,N00000137,Ballygowan_2,3497,3585,3178,2307,2896,1574,3036,3688,0.09,0.14,19,166,42,13,25,0,45,5,6.03,52.7,13.33,4.13,7.94,0.0,14.29,1.59,N00000137,314,-5.795646805596682,54.50299122259537,7.3,1.27,0.95,12.38,2.22,6.03,6.98,6.98,1.27,7.3,6.03,66.03
Ards and North Down,Rural,N00000138,Ballygowan_2,3742,2438,3592,4060,4071,1418,3199,3915,0.12,0.12,11,210,85,24,52,3,62,17,2.37,45.26,18.32,5.17,11.21,0.65,13.36,3.66,N00000138,419,-5.799371934794002,54.50061508557433,4.96,1.51,0.65,5.39,2.16,2.8,5.39,5.17,0.22,5.82,5.17,75.22
Ards and North Down,Mixed urban/rural,N00000139,Ballyrainey,2408,2785,1853,2659,1991,2117,1108,1002,0.11,0.22,26,105,57,11,26,6,45,25,8.64,34.88,18.94,3.65,8.64,1.99,14.95,8.31,N00000139,323,-5.713767354468221,54.58289671161962,8.31,2.66,3.32,14.62,2.33,5.32,14.29,8.64,5.65,12.62,7.64,56.48
Ards and North Down,Mixed urban/rural,N00000140,Ballyrainey,1785,2108,1383,1644,1587,1707,2117,1510,0.13,0.26,32,118,59,12,21,1,60,30,9.61,35.44,17.72,3.6,6.31,0.3,18.02,9.01,N00000140,422,-5.723851428727939,54.58376978546061,6.61,3.0,1.8,14.41,2.7,9.31,15.02,12.01,3.0,10.51,9.31,55.86
Ards and North Down,Urban,N00000141,Ballyrainey,1555,1767,1106,991,1585,2962,4324,1067,0.14,0.29,31,185,62,33,41,10,52,29,7.0,41.76,14.0,7.45,9.26,2.26,11.74,6.55,N00000141,423,-5.707475684840697,54.5891483380885,7.9,2.71,1.81,22.35,2.48,9.93,18.96,14.9,3.84,10.84,5.64,53.72
Ards and North Down,Urban,N00000142,Ballyrainey,1463,2127,1019,1350,694,2621,3929,1802,0.13,0.31,17,51,45,15,13,0,38,26,8.29,24.88,21.95,7.32,6.34,0.0,18.54,12.68,N00000142,226,-5.709398924028886,54.587962746298125,9.27,3.41,3.9,17.07,0.98,8.78,21.46,15.12,2.44,11.71,6.34,59.02
Ards and North Down,Urban,N00000143,Ballyrainey,516,375,628,603,911,2595,2927,559,0.21,0.37,17,77,39,14,7,4,33,24,7.91,35.81,18.14,6.51,3.26,1.86,15.35,11.16,N00000143,350,-5.7018652441665765,54.58711898432515,6.05,1.86,0.47,17.21,0.47,11.16,15.81,16.28,2.33,10.7,5.12,55.81
Ards and North Down,Urban,N00000144,Ballyrainey,896,428,869,1294,1362,2281,2397,3161,0.21,0.32,10,87,38,10,19,0,58,6,4.39,38.16,16.67,4.39,8.33,0.0,25.44,2.63,N00000144,222,-5.703102185808001,54.58575871196625,6.14,3.07,0.44,14.04,0.0,8.77,14.04,13.6,0.88,6.58,3.07,64.91
Ards and North Down,Urban,N00000145,Ballyrainey,1354,4330,431,779,1022,1986,4474,2218,0.05,0.4,10,40,24,4,11,3,16,16,8.06,32.26,19.35,3.23,8.87,2.42,12.9,12.9,N00000145,135,-5.710673257474547,54.58620774573762,16.13,9.68,4.03,35.48,4.84,12.1,22.58,16.94,6.45,19.35,6.45,36.29
Ards and North Down,Rural,N00000146,Ballyrainey,2664,2204,3688,4142,2985,587,441,1262,0.13,0.11,26,115,40,9,24,1,35,21,9.59,42.44,14.76,3.32,8.86,0.37,12.92,7.75,N00000146,266,-5.750353877009258,54.58176764488779,7.38,1.48,2.21,9.23,1.85,4.06,8.12,7.01,1.11,6.64,3.32,73.06
Ards and North Down,Urban,N00000147,Ballyrainey,703,777,341,887,1452,3133,2434,1040,0.18,0.43,15,83,24,5,22,6,53,19,6.61,36.56,10.57,2.2,9.69,2.64,23.35,8.37,N00000147,212,-5.7058665746505115,54.589423338480735,7.05,2.2,0.44,13.66,1.32,9.69,19.38,11.89,2.2,11.01,7.93,58.15
